key	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	x24	x25	x26	x27	x28	x29	x30	x31	x32	x33	x34	x35	x36	x37	x38	x39	x40	x41	x42	x43	x44	x45	x46	x47	x48	x49	x50	x51	x52	x53	y1	y2	y3	y4	y5	y6	y7	y8	y9	y10	y11	y12	y13	y14	y15	y16	y17	y18	y19	y20	y21	y22	y23	y24	y25	y26	y27	y28	y29	y30	y31	y32	y33	y34	y35	y36	y37	y38	y39	y40	y41	y42	y43	y44	y45	y46	y47	y48	y49	y50	y51	y52	y53
156	0.901784	0.129599	0.975140	0.212134	0.340589	0.311699	0.844132	0.313781	0.167626	0.065635	0.790959	0.714889	0.802123	0.275591	0.434168	0.770939	0.372454	0.768565	0.223130	0.688176	0.761898	0.077418	0.341893	0.140023	0.105229	0.965541	0.592489	0.745247	0.859415	0.409215	0.182409	0.392220	0.399683	0.935456	0.036055	0.617497	0.621016	0.082221	0.221700	0.666769	0.661417	0.827153	0.888932	0.258519	0.643149	0.157542	0.528186	0.094963	0.498860	0.263667	0.549951	0.507126	0.819139	0.815933	0.004638	0.311287	0.883347	0.349786	0.993927	0.062862	0.998374	0.772863	0.749549	0.156365	0.088412	0.272115	0.144260	0.907047	0.104203	0.011111	0.866476	0.464406	0.569714	0.830539	0.946881	0.620953	0.172598	0.165373	0.558259	0.082010	0.363236	0.353849	0.428986	0.249499	0.367591	0.107664	0.008190	0.940982	0.120019	0.780224	0.699476	0.913538	0.781516	0.338478	0.629774	0.735828	0.741361	0.110946	0.970463	0.943798	0.945220	0.990761	0.744270	0.446997	0.147900	0.769593
157	0.887199	0.491491	0.659183	0.104561	0.565107	0.990149	0.680825	0.573654	0.336855	0.318066	0.753316	0.823335	0.356020	0.277847	0.248956	0.312698	0.903533	0.755357	0.360894	0.270940	0.432272	0.274199	0.397271	0.089876	0.091692	0.196808	0.114527	0.408038	0.184373	0.102231	0.435814	0.647176	0.606519	0.453900	0.788342	0.377852	0.086099	0.722647	0.016551	0.145521	0.500781	0.551331	0.645359	0.154737	0.214485	0.244122	0.376961	0.658544	0.031682	0.939888	0.585507	0.813096	0.257474	0.736109	0.793687	0.256105	0.099794	0.130267	0.571779	0.274659	0.612269	0.286671	0.396456	0.522894	0.458909	0.585684	0.424035	0.027383	0.152802	0.981283	0.966719	0.552901	0.718260	0.629935	0.294703	0.409024	0.741886	0.567731	0.716838	0.656022	0.618289	0.982853	0.438858	0.040214	0.876311	0.761624	0.898028	0.418892	0.647554	0.900020	0.415486	0.675192	0.913001	0.488153	0.038015	0.743205	0.862665	0.903806	0.084889	0.986500	0.951910	0.750754	0.233678	0.417119	0.078071	0.152530
158	0.766039	0.036942	0.833629	0.513418	0.463005	0.344057	0.490427	0.520476	0.145813	0.240104	0.349911	0.187819	0.288059	0.886556	0.200080	0.278299	0.254773	0.318406	0.400427	0.765374	0.275159	0.683344	0.760321	0.773505	0.674577	0.195924	0.641988	0.112159	0.968599	0.781334	0.749040	0.625522	0.676953	0.470146	0.095852	0.453463	0.695769	0.239531	0.993112	0.258515	0.709304	0.051837	0.937602	0.903997	0.982499	0.325895	0.162518	0.312910	0.536685	0.212738	0.161328	0.044326	0.063898	0.077813	0.133326	0.536259	0.063441	0.066291	0.229139	0.152511	0.186571	0.972405	0.304572	0.397535	0.479878	0.148685	0.362964	0.471028	0.973901	0.107267	0.928788	0.476411	0.953460	0.474092	0.617590	0.056753	0.405324	0.599398	0.604632	0.598579	0.323579	0.375107	0.184773	0.135597	0.381176	0.835114	0.705341	0.166122	0.835363	0.001912	0.809458	0.437406	0.002404	0.794224	0.973921	0.530499	0.474121	0.949903	0.695409	0.677711	0.307408	0.149765	0.747490	0.552198	0.614223	0.375871
159	0.879427	0.774135	0.828890	0.630838	0.920939	0.729964	0.688684	0.391006	0.708717	0.679725	0.945300	0.821614	0.559194	0.621234	0.541265	0.652511	0.484558	0.962938	0.203295	0.558833	0.191378	0.488108	0.942914	0.427045	0.975504	0.323332	0.151329	0.566091	0.718753	0.570185	0.630633	0.073155	0.364639	0.224101	0.814429	0.481177	0.026329	0.019546	0.023566	0.792355	0.308173	0.965606	0.689903	0.823289	0.639285	0.842102	0.180660	0.465123	0.557901	0.979187	0.775831	0.942257	0.431795	0.168819	0.102340	0.139227	0.036780	0.555857	0.395360	0.635552	0.563774	0.200332	0.402689	0.098164	0.135875	0.075441	0.790018	0.218833	0.961795	0.090797	0.795854	0.068705	0.859727	0.211800	0.936549	0.619909	0.402009	0.608510	0.801756	0.653878	0.132693	0.824907	0.463945	0.751948	0.557994	0.130482	0.670990	0.212549	0.722803	0.356615	0.713605	0.575720	0.673581	0.392613	0.948176	0.915206	0.846138	0.464324	0.031086	0.414957	0.109597	0.055457	0.952038	0.483149	0.609130	0.804169
160	0.386578	0.834195	0.700659	0.043551	0.568129	0.101752	0.425833	0.381807	0.938210	0.034216	0.266291	0.226694	0.129409	0.519412	0.225472	0.184566	0.565514	0.386450	0.613940	0.753166	0.298511	0.732283	0.498779	0.478498	0.815281	0.487865	0.447065	0.089624	0.829840	0.767085	0.728423	0.324950	0.218511	0.256257	0.465831	0.760922	0.915711	0.429067	0.664613	0.425053	0.226454	0.717601	0.014045	0.527718	0.494246	0.109639	0.112098	0.546854	0.135490	0.122593	0.182316	0.805950	0.280943	0.669345	0.614120	0.303085	0.696940	0.154290	0.260830	0.649419	0.571654	0.562439	0.283964	0.866382	0.317635	0.350157	0.040613	0.979674	0.530739	0.520836	0.195951	0.195353	0.551510	0.139853	0.078784	0.367802	0.624578	0.456927	0.594796	0.114759	0.643037	0.443762	0.162020	0.048327	0.734657	0.629429	0.920037	0.151114	0.004081	0.748987	0.175337	0.507384	0.220644	0.102850	0.874890	0.151390	0.186916	0.071968	0.502433	0.964182	0.205435	0.385469	0.867811	0.207989	0.097964	0.639139
161	0.841117	0.021267	0.690947	0.375762	0.649214	0.797332	0.516110	0.460476	0.225148	0.125599	0.743416	0.882438	0.746732	0.342604	0.607089	0.607138	0.812704	0.761779	0.709004	0.068033	0.329300	0.462517	0.813898	0.110339	0.631863	0.940467	0.965411	0.492934	0.828941	0.169991	0.438669	0.361794	0.955866	0.834494	0.050287	0.675666	0.678732	0.515511	0.096281	0.059773	0.294716	0.412264	0.875558	0.929152	0.571294	0.223815	0.999557	0.601869	0.336441	0.899654	0.065454	0.449340	0.491740	0.762904	0.974501	0.241647	0.699336	0.816031	0.171695	0.767637	0.753060	0.777904	0.760473	0.234834	0.607868	0.723486	0.300605	0.187909	0.086398	0.961056	0.452908	0.970661	0.976308	0.832355	0.718135	0.052403	0.276891	0.670408	0.363034	0.208258	0.082760	0.773955	0.993596	0.763979	0.821855	0.403209	0.957920	0.595268	0.049508	0.681581	0.424169	0.886187	0.336435	0.483059	0.180717	0.373922	0.429371	0.007458	0.105986	0.526566	0.254585	0.826684	0.919295	0.960729	0.147952	0.056531
162	0.543868	0.957129	0.687659	0.957945	0.805268	0.046090	0.430934	0.866443	0.387697	0.324583	0.721390	0.915273	0.760485	0.596422	0.720377	0.123215	0.907894	0.280952	0.603884	0.222083	0.060306	0.455849	0.215752	0.392666	0.025163	0.897931	0.774497	0.496258	0.056684	0.486871	0.493899	0.837313	0.776781	0.747181	0.820914	0.102912	0.335193	0.975292	0.202220	0.305237	0.388520	0.276302	0.707031	0.961553	0.640050	0.111825	0.396074	0.085557	0.562854	0.401806	0.006775	0.259098	0.581722	0.047239	0.909308	0.717877	0.838660	0.004783	0.247500	0.748245	0.987074	0.105183	0.088615	0.711831	0.446963	0.953522	0.788544	0.587640	0.845640	0.786799	0.671007	0.032486	0.793688	0.468495	0.791650	0.241783	0.929997	0.732475	0.560952	0.735564	0.789176	0.918444	0.254525	0.523947	0.401321	0.151228	0.584401	0.233742	0.230059	0.811131	0.094032	0.618114	0.960249	0.773173	0.625015	0.696312	0.208362	0.806487	0.658299	0.496793	0.509505	0.089610	0.643089	0.667753	0.966524	0.324146
163	0.126560	0.418503	0.850499	0.743857	0.896667	0.544899	0.059979	0.549255	0.765480	0.643599	0.392750	0.943758	0.660445	0.927219	0.842795	0.953628	0.009246	0.946698	0.723934	0.737882	0.333781	0.272713	0.981639	0.321091	0.748550	0.137696	0.967172	0.645333	0.116756	0.767196	0.838113	0.175954	0.301364	0.457462	0.816222	0.933422	0.879292	0.337215	0.740571	0.679507	0.920137	0.311494	0.205173	0.272309	0.251676	0.142315	0.689597	0.351612	0.980830	0.899677	0.394708	0.686793	0.230586	0.384279	0.209774	0.570172	0.478481	0.787321	0.028948	0.034311	0.068572	0.928952	0.266579	0.796938	0.212001	0.321139	0.016512	0.766366	0.858092	0.018942	0.802680	0.510716	0.775133	0.356578	0.437858	0.856595	0.222797	0.801942	0.999607	0.513053	0.897884	0.560307	0.398051	0.854083	0.035191	0.810626	0.715329	0.545858	0.551795	0.952701	0.436016	0.673262	0.426284	0.694167	0.350166	0.047798	0.803691	0.324163	0.939878	0.971892	0.971333	0.546680	0.216539	0.552755	0.743175	0.880886
164	0.789802	0.205995	0.308680	0.368718	0.232797	0.954823	0.577157	0.415085	0.645826	0.892301	0.071326	0.493324	0.457607	0.326915	0.389814	0.560668	0.592500	0.713728	0.162519	0.749374	0.036870	0.053547	0.262280	0.767412	0.540949	0.210089	0.612358	0.097220	0.990303	0.350885	0.868619	0.639816	0.035099	0.339222	0.442513	0.435381	0.939994	0.351425	0.147655	0.188785	0.592079	0.075118	0.270994	0.165191	0.025273	0.414251	0.667480	0.470487	0.935807	0.282140	0.608116	0.986906	0.862773	0.410557	0.095637	0.342967	0.863876	0.592806	0.522779	0.779883	0.167928	0.941557	0.346120	0.580805	0.094940	0.082376	0.805318	0.406568	0.437190	0.183946	0.134620	0.425570	0.841683	0.151656	0.820028	0.163868	0.437829	0.501631	0.543368	0.625639	0.542985	0.486952	0.369484	0.955983	0.910519	0.713524	0.858512	0.989854	0.677281	0.737754	0.508707	0.201795	0.412045	0.971792	0.480034	0.775736	0.727625	0.936071	0.813878	0.338964	0.869497	0.535021	0.145494	0.925732	0.016937	0.921217
165	0.266676	0.869148	0.856652	0.677270	0.316168	0.303539	0.701222	0.483836	0.294913	0.535313	0.525920	0.268848	0.576880	0.410368	0.144317	0.637123	0.590159	0.253311	0.395924	0.536451	0.481612	0.923309	0.180780	0.722805	0.350863	0.394055	0.924013	0.186016	0.199080	0.364845	0.492589	0.532213	0.898300	0.193639	0.701731	0.183202	0.208163	0.658895	0.160015	0.218361	0.343257	0.500811	0.321998	0.796102	0.420855	0.932833	0.285129	0.604209	0.949436	0.549092	0.079773	0.990679	0.423056	0.377534	0.017087	0.854803	0.756560	0.029956	0.827145	0.113107	0.895788	0.590189	0.012057	0.997074	0.597828	0.863137	0.683152	0.830693	0.344601	0.310053	0.610041	0.097939	0.145730	0.609516	0.105788	0.975124	0.661157	0.415800	0.796396	0.295010	0.431132	0.751666	0.290960	0.741821	0.615065	0.875702	0.811511	0.876605	0.762166	0.959602	0.700362	0.792716	0.799905	0.333731	0.012076	0.367567	0.738122	0.968341	0.546088	0.898554	0.451344	0.242929	0.849058	0.224311	0.899864	0.685296
166	0.915462	0.522960	0.668405	0.697257	0.796087	0.782610	0.236349	0.587178	0.976063	0.864126	0.443262	0.114521	0.059053	0.831612	0.470137	0.729740	0.515420	0.056923	0.029217	0.604091	0.290796	0.884554	0.050988	0.190985	0.828607	0.639557	0.866996	0.416679	0.845965	0.085164	0.228232	0.149209	0.921389	0.483837	0.855737	0.168687	0.253953	0.583407	0.938813	0.036416	0.018515	0.164582	0.903750	0.264281	0.165207	0.766281	0.249239	0.749882	0.591776	0.898037	0.676729	0.515859	0.487107	0.683979	0.961517	0.468140	0.892342	0.105875	0.865534	0.014067	0.916286	0.557116	0.010769	0.920397	0.680319	0.061739	0.205003	0.031018	0.414561	0.491810	0.201820	0.359141	0.722702	0.689643	0.550959	0.523623	0.590737	0.328547	0.762772	0.330099	0.792216	0.719738	0.109095	0.142765	0.432467	0.222277	0.613517	0.750065	0.072364	0.039319	0.636071	0.660739	0.751797	0.550727	0.553082	0.793292	0.485669	0.325667	0.562857	0.878535	0.784717	0.334660	0.229933	0.763228	0.902289	0.726407
167	0.724453	0.823902	0.266429	0.641530	0.686082	0.814126	0.633769	0.230205	0.953572	0.939566	0.791291	0.268606	0.894857	0.094681	0.139117	0.710131	0.126599	0.964596	0.912678	0.905963	0.386237	0.582183	0.475761	0.715736	0.245213	0.230376	0.735475	0.319405	0.110193	0.820888	0.783564	0.069654	0.205736	0.654480	0.589947	0.683350	0.146946	0.851583	0.288027	0.099213	0.856763	0.407478	0.136227	0.483289	0.190383	0.330353	0.112649	0.861464	0.918535	0.909140	0.546206	0.996514	0.440016	0.317955	0.812825	0.654584	0.533556	0.683276	0.808968	0.788655	0.193297	0.415555	0.703612	0.925146	0.916675	0.077262	0.566315	0.144898	0.198352	0.737793	0.556035	0.848446	0.370144	0.486095	0.183858	0.252828	0.866136	0.716534	0.487600	0.985469	0.920085	0.372812	0.950391	0.860465	0.133431	0.892382	0.045871	0.574908	0.369815	0.802313	0.299721	0.730390	0.494939	0.704044	0.276455	0.533780	0.311072	0.893634	0.493721	0.003672	0.280408	0.831016	0.452755	0.225511	0.414705	0.767203
168	0.779234	0.915903	0.327736	0.841407	0.150093	0.100932	0.579078	0.854189	0.207805	0.523884	0.700597	0.723123	0.752623	0.489309	0.230729	0.255031	0.636711	0.098364	0.232053	0.727052	0.848834	0.689866	0.223208	0.316531	0.259648	0.812423	0.605352	0.204424	0.149453	0.744204	0.987987	0.907178	0.098629	0.357829	0.045462	0.614122	0.973031	0.124036	0.980397	0.943663	0.690875	0.906319	0.720987	0.294202	0.058038	0.938538	0.109779	0.069973	0.001122	0.497900	0.855413	0.804302	0.743552	0.486061	0.246973	0.540560	0.671903	0.418774	0.189113	0.146775	0.512187	0.368757	0.556817	0.930984	0.968663	0.752654	0.427870	0.976397	0.104104	0.857728	0.937891	0.113267	0.635730	0.895744	0.810965	0.758120	0.305994	0.299740	0.251558	0.361765	0.991336	0.402884	0.859280	0.279858	0.470727	0.379249	0.170075	0.836338	0.810928	0.099491	0.520803	0.509305	0.790208	0.904210	0.275673	0.926783	0.731315	0.470009	0.111177	0.640282	0.881144	0.073204	0.617232	0.719373	0.559184	0.345639
169	0.274472	0.102161	0.916673	0.020517	0.835335	0.624703	0.112756	0.442202	0.848100	0.675191	0.138831	0.864813	0.688915	0.426653	0.479119	0.323472	0.535634	0.788795	0.871488	0.549432	0.505627	0.652741	0.692542	0.153328	0.108657	0.681370	0.139129	0.552605	0.885007	0.622430	0.863242	0.150493	0.740441	0.731212	0.925193	0.208898	0.417664	0.385369	0.422163	0.837114	0.590719	0.221971	0.270732	0.115918	0.756952	0.238740	0.331869	0.011950	0.011074	0.993434	0.466741	0.065988	0.918530	0.267712	0.695616	0.739661	0.934896	0.851250	0.060509	0.412780	0.256172	0.929709	0.826982	0.725381	0.971150	0.736972	0.017779	0.035378	0.838477	0.845972	0.610951	0.429533	0.780615	0.661147	0.200130	0.678861	0.334031	0.294376	0.491305	0.895559	0.683699	0.127413	0.483629	0.574863	0.542766	0.276215	0.498137	0.336618	0.931900	0.868231	0.499177	0.596702	0.442292	0.224432	0.813572	0.609070	0.491079	0.660773	0.857901	0.826294	0.030442	0.775733	0.974649	0.039631	0.633371	0.197040
170	0.743434	0.057173	0.415134	0.350977	0.527494	0.435384	0.011661	0.064894	0.704927	0.764883	0.675480	0.397512	0.667079	0.997746	0.418805	0.820805	0.603395	0.181133	0.637955	0.763366	0.956623	0.454608	0.534956	0.098063	0.773738	0.768604	0.391531	0.395509	0.788307	0.705715	0.219960	0.042193	0.783025	0.852343	0.806057	0.653384	0.597753	0.262958	0.841273	0.195205	0.939735	0.215065	0.540040	0.624887	0.892440	0.524198	0.201304	0.395003	0.700546	0.808208	0.915350	0.147095	0.070761	0.040342	0.228404	0.987673	0.337984	0.032912	0.473306	0.046153	0.144898	0.328684	0.589640	0.073020	0.064192	0.520154	0.567883	0.518569	0.748353	0.076333	0.229761	0.067986	0.327057	0.107211	0.409616	0.627601	0.301540	0.617331	0.361083	0.641745	0.343830	0.523188	0.891210	0.687264	0.750287	0.691175	0.971157	0.799524	0.048295	0.912733	0.338550	0.986787	0.195142	0.297801	0.900539	0.792050	0.723356	0.837976	0.880439	0.753021	0.670309	0.057679	0.426387	0.548771	0.979846	0.975720
171	0.956363	0.283623	0.291775	0.755136	0.304893	0.248124	0.940567	0.195120	0.999134	0.684460	0.717022	0.241856	0.924300	0.454103	0.032443	0.866909	0.291083	0.500146	0.724562	0.103293	0.357234	0.113779	0.932901	0.263027	0.317312	0.840231	0.795727	0.769974	0.563058	0.354168	0.726939	0.712873	0.912540	0.750231	0.014082	0.402068	0.388640	0.827711	0.168570	0.533845	0.424293	0.827452	0.131582	0.230745	0.797245	0.389797	0.149935	0.326403	0.084601	0.578745	0.135443	0.054832	0.549213	0.486077	0.205784	0.428293	0.200202	0.455163	0.197055	0.109597	0.992968	0.083337	0.357003	0.266655	0.984109	0.024215	0.685456	0.162953	0.784624	0.794621	0.067275	0.205259	0.740233	0.033043	0.755944	0.853662	0.681414	0.278905	0.098407	0.175588	0.453931	0.877503	0.029560	0.296396	0.864393	0.487917	0.946131	0.266607	0.530305	0.993270	0.220564	0.503849	0.235395	0.309945	0.328785	0.220600	0.399437	0.158265	0.351334	0.649216	0.510585	0.103007	0.781596	0.410760	0.661811	0.367848
172	0.146835	0.295288	0.857054	0.645588	0.481122	0.183458	0.912179	0.241644	0.895959	0.549764	0.144125	0.462815	0.708181	0.974004	0.246998	0.646545	0.647260	0.634831	0.678818	0.152313	0.060783	0.893004	0.791353	0.375858	0.777444	0.747550	0.633419	0.054361	0.618089	0.548583	0.471178	0.698602	0.325815	0.079790	0.681835	0.333130	0.001458	0.406751	0.590332	0.534480	0.772315	0.101357	0.585867	0.888914	0.813994	0.949609	0.574192	0.238011	0.561436	0.466045	0.967215	0.160475	0.984945	0.199914	0.683326	0.508393	0.691882	0.122920	0.738761	0.434969	0.799657	0.017629	0.729173	0.397304	0.733435	0.946498	0.501526	0.901302	0.817870	0.363687	0.964674	0.281351	0.142634	0.190827	0.604478	0.052954	0.974539	0.358365	0.220649	0.932436	0.059485	0.549621	0.580108	0.063470	0.001216	0.062471	0.038269	0.515573	0.707592	0.976286	0.293338	0.718967	0.924790	0.719665	0.259954	0.160319	0.717701	0.802953	0.510351	0.223961	0.833178	0.630213	0.392126	0.304475	0.093864	0.846914
173	0.134839	0.949432	0.747242	0.724672	0.711063	0.180149	0.883088	0.980594	0.778006	0.966278	0.180541	0.406726	0.122222	0.463720	0.944689	0.988026	0.069056	0.475013	0.716159	0.942135	0.940161	0.256547	0.600947	0.525403	0.650394	0.321467	0.044942	0.038935	0.139131	0.127127	0.650438	0.510837	0.261805	0.728951	0.079607	0.572743	0.062422	0.316020	0.476880	0.516242	0.340712	0.211047	0.747413	0.375194	0.744468	0.290297	0.465625	0.541604	0.439919	0.246338	0.386997	0.767717	0.865020	0.190732	0.171313	0.607613	0.884923	0.349875	0.598561	0.914966	0.915644	0.486054	0.405279	0.830579	0.096319	0.651339	0.504129	0.595832	0.330927	0.340593	0.418465	0.013662	0.691252	0.497772	0.172032	0.957156	0.205827	0.292679	0.009274	0.130438	0.864098	0.782694	0.196807	0.472036	0.620942	0.129122	0.764680	0.383049	0.229264	0.627918	0.757970	0.127801	0.778551	0.895670	0.294657	0.757318	0.106838	0.815166	0.893889	0.897319	0.152305	0.776089	0.922188	0.520299	0.594514	0.437398
174	0.570531	0.065000	0.280306	0.416098	0.933996	0.855561	0.388406	0.166402	0.785613	0.003136	0.273544	0.758510	0.848874	0.623649	0.994026	0.397482	0.706898	0.340824	0.968242	0.166525	0.006915	0.336204	0.435458	0.628993	0.298307	0.461294	0.304564	0.657312	0.043117	0.341735	0.896566	0.588340	0.396754	0.712288	0.040233	0.220358	0.661620	0.278411	0.737391	0.701004	0.946183	0.375272	0.190193	0.397218	0.851807	0.912692	0.570531	0.180061	0.348575	0.473819	0.402221	0.581645	0.962335	0.652339	0.628668	0.779080	0.090863	0.273573	0.004447	0.857112	0.697499	0.901130	0.553740	0.734630	0.195330	0.112473	0.790493	0.217932	0.481686	0.771412	0.816142	0.623902	0.311103	0.739803	0.966393	0.740179	0.606796	0.316245	0.900309	0.459774	0.066888	0.874417	0.912374	0.801636	0.441833	0.426452	0.498456	0.280030	0.041728	0.423225	0.991685	0.839578	0.530793	0.637726	0.933958	0.454089	0.010299	0.557934	0.094871	0.819926	0.161314	0.423888	0.373461	0.767542	0.498622	0.860022
175	0.045705	0.511047	0.582163	0.174581	0.276824	0.299430	0.345879	0.518774	0.140519	0.860381	0.103281	0.438614	0.122560	0.827783	0.338834	0.678394	0.446502	0.368838	0.375234	0.195716	0.001936	0.044233	0.467949	0.873272	0.642758	0.672599	0.252627	0.850262	0.427067	0.314392	0.115762	0.890312	0.429386	0.679416	0.418396	0.534979	0.057727	0.262491	0.197885	0.901793	0.253450	0.786924	0.029746	0.922153	0.752613	0.534136	0.185638	0.490050	0.506249	0.024049	0.759823	0.508103	0.441783	0.284525	0.990971	0.542105	0.356774	0.563110	0.640494	0.762801	0.007158	0.121857	0.502188	0.220223	0.445840	0.743447	0.558346	0.033712	0.083997	0.556728	0.494236	0.024068	0.276408	0.167196	0.024441	0.595023	0.629719	0.615423	0.735173	0.884401	0.962073	0.840859	0.274781	0.034453	0.532489	0.650684	0.702049	0.446680	0.825083	0.865589	0.927054	0.125155	0.775921	0.484664	0.992610	0.705415	0.603975	0.413480	0.985453	0.115539	0.151379	0.473777	0.817021	0.847365	0.997509	0.675783
176	0.689047	0.328516	0.076901	0.473807	0.734275	0.974308	0.404891	0.676245	0.531551	0.313733	0.198850	0.964910	0.057373	0.036335	0.641914	0.443602	0.984983	0.822212	0.164091	0.722097	0.754678	0.566906	0.621627	0.483818	0.142583	0.681491	0.376337	0.437652	0.787538	0.359688	0.166926	0.334032	0.117020	0.419760	0.504118	0.952076	0.352758	0.209749	0.458855	0.021588	0.470855	0.976761	0.547322	0.165622	0.575088	0.784206	0.728169	0.734373	0.917185	0.632656	0.489788	0.031700	0.577335	0.509169	0.141394	0.048716	0.385067	0.193041	0.945211	0.731238	0.336384	0.328580	0.414249	0.588959	0.674427	0.356137	0.737911	0.508160	0.571747	0.757347	0.858351	0.490218	0.033931	0.424829	0.118197	0.074455	0.242954	0.272340	0.894306	0.158717	0.779061	0.170554	0.884798	0.631052	0.443658	0.217072	0.881054	0.929609	0.070786	0.958304	0.699280	0.021394	0.032670	0.152024	0.706393	0.867772	0.758414	0.155802	0.352592	0.315120	0.038871	0.697181	0.688019	0.625984	0.117399	0.706053
177	0.863964	0.582685	0.950265	0.207656	0.480995	0.027294	0.866006	0.142571	0.768717	0.455269	0.423913	0.014678	0.276664	0.741416	0.014093	0.796380	0.896944	0.658380	0.667046	0.856691	0.167716	0.713776	0.358036	0.224544	0.067767	0.275266	0.304679	0.203725	0.339845	0.422647	0.444026	0.521985	0.114252	0.238495	0.781010	0.645985	0.355283	0.332017	0.710898	0.087047	0.679048	0.086223	0.883864	0.944746	0.768767	0.682037	0.652895	0.543839	0.214125	0.667762	0.762795	0.603458	0.127776	0.043138	0.060338	0.660929	0.342528	0.913806	0.538145	0.976569	0.428213	0.717232	0.454732	0.242069	0.390858	0.990707	0.357402	0.566516	0.449689	0.342419	0.185651	0.221083	0.319699	0.660470	0.096600	0.146825	0.465601	0.359560	0.992328	0.141940	0.078813	0.918081	0.242060	0.090747	0.473036	0.187018	0.189433	0.174226	0.134192	0.811362	0.802975	0.224481	0.514451	0.971423	0.568526	0.004942	0.966187	0.939489	0.783436	0.145456	0.402388	0.396683	0.974712	0.764172	0.650742	0.297472
178	0.023825	0.974168	0.229538	0.378215	0.472437	0.155639	0.805407	0.001461	0.675982	0.702708	0.709690	0.339439	0.026379	0.672871	0.576516	0.427032	0.359044	0.361531	0.149968	0.394168	0.468912	0.647728	0.509321	0.601879	0.649956	0.193364	0.215859	0.545450	0.826965	0.550807	0.659790	0.525866	0.623477	0.301918	0.656255	0.801888	0.781027	0.601420	0.712800	0.230024	0.251762	0.996938	0.794293	0.731511	0.721948	0.180843	0.000803	0.285547	0.856736	0.371241	0.326728	0.420271	0.721060	0.592127	0.219966	0.121263	0.505818	0.007629	0.088212	0.527536	0.806452	0.337330	0.550099	0.510406	0.793659	0.051652	0.584812	0.165978	0.661273	0.611036	0.561484	0.166210	0.000556	0.267926	0.817495	0.344504	0.614210	0.176318	0.638079	0.527024	0.363711	0.681372	0.317559	0.962575	0.625087	0.835552	0.254834	0.704508	0.535492	0.285152	0.879548	0.087511	0.513935	0.577646	0.481735	0.545701	0.494032	0.227254	0.474308	0.369973	0.053185	0.475525	0.962211	0.674206	0.998786	0.762392
179	0.927611	0.807846	0.863811	0.264648	0.318900	0.293457	0.930900	0.239037	0.610729	0.033090	0.072584	0.023815	0.216892	0.419602	0.940202	0.907194	0.601094	0.869374	0.889394	0.776640	0.062484	0.304033	0.020864	0.709152	0.643646	0.198405	0.678128	0.329030	0.328350	0.941123	0.148897	0.242660	0.823229	0.135322	0.880965	0.975894	0.174766	0.364625	0.664518	0.595347	0.884434	0.724251	0.057928	0.149370	0.192518	0.723486	0.898366	0.327098	0.727297	0.281734	0.033886	0.629581	0.725855	0.614266	0.313177	0.093491	0.919996	0.323062	0.350331	0.463278	0.704460	0.536827	0.702007	0.460062	0.498371	0.873897	0.825077	0.159344	0.959958	0.059760	0.964763	0.579263	0.303639	0.722397	0.064995	0.095300	0.304028	0.457119	0.810557	0.309873	0.704011	0.238083	0.685365	0.712182	0.174165	0.698357	0.070287	0.968395	0.761938	0.318300	0.617275	0.079420	0.711171	0.635551	0.148870	0.209100	0.670210	0.329052	0.794599	0.548064	0.747349	0.887981	0.595533	0.127838	0.991021	0.345865
180	0.733680	0.788068	0.052494	0.265478	0.311347	0.521533	0.930391	0.576153	0.570198	0.853175	0.908728	0.511133	0.861916	0.590587	0.846661	0.947516	0.516571	0.369017	0.495665	0.033739	0.982277	0.291045	0.666415	0.747827	0.171847	0.583397	0.535277	0.409299	0.417847	0.183900	0.762950	0.561572	0.109852	0.294358	0.282839	0.241342	0.320989	0.282317	0.025566	0.848811	0.988519	0.817652	0.297597	0.830053	0.432781	0.057161	0.134277	0.933272	0.360808	0.047445	0.603862	0.816084	0.805530	0.214818	0.919726	0.384500	0.796750	0.542313	0.166145	0.818991	0.964862	0.829693	0.871200	0.959211	0.722808	0.823084	0.971906	0.039992	0.054368	0.914952	0.197647	0.557948	0.136271	0.808049	0.287062	0.914056	0.914321	0.857934	0.415778	0.278587	0.644486	0.176690	0.182229	0.780247	0.926802	0.556900	0.998154	0.165040	0.178013	0.069900	0.852874	0.680785	0.562817	0.947097	0.519245	0.181530	0.579788	0.866457	0.792875	0.810399	0.840422	0.440615	0.050916	0.304590	0.616755	0.159938
