key	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	x24	x25	x26	x27	x28	x29	x30	x31	x32	x33	x34	x35	x36	x37	x38	x39	x40	x41	x42	x43	x44	x45	x46	x47	x48	x49	x50	x51	x52	x53	x54	x55	x56	x57	x58	x59	x60	x61	x62	x63	x64	x65	x66	x67	x68	x69	x70	x71	x72	x73	x74	x75	x76	x77	x78	x79	x80	x81	x82	x83	x84	x85	x86	x87	x88	x89	x90	x91	x92	x93	x94	x95	x96	x97	x98	x99	x100	x101	x102	x103	x104	x105	x106	x107	x108	x109	x110	x111	x112	x113	x114	x115	y1	y2	y3	y4	y5	y6	y7	y8	y9	y10	y11	y12	y13	y14	y15	y16	y17	y18	y19	y20	y21	y22	y23
375	0.668332	0.591182	0.159690	0.831228	0.370479	0.758038	0.166077	0.200867	0.690905	0.604875	0.921471	0.164689	0.063045	0.633898	0.264656	0.189357	0.438062	0.472529	0.726729	0.903051	0.117910	0.789715	0.302220	0.314084	0.356906	0.351004	0.714500	0.539809	0.770209	0.656056	0.565556	0.272210	0.342267	0.066956	0.348556	0.715271	0.835532	0.290190	0.563281	0.754087	0.907833	0.464860	0.366588	0.984353	0.599604	0.423931	0.706932	0.379307	0.555907	0.961647	0.359970	0.033972	0.047593	0.938369	0.869645	0.928357	0.630774	0.429925	0.166489	0.393918	0.122044	0.872122	0.672636	0.583205	0.054974	0.063725	0.394403	0.388069	0.404064	0.330359	0.439624	0.030460	0.553189	0.039499	0.111013	0.390337	0.258295	0.107372	0.420016	0.101100	0.352463	0.057959	0.068677	0.820507	0.492637	0.887378	0.375493	0.493975	0.037993	0.676956	0.416417	0.114770	0.763665	0.547190	0.986741	0.622053	0.099561	0.538788	0.679301	0.376372	0.103835	0.276037	0.778342	0.563697	0.771609	0.298590	0.426172	0.349565	0.427476	0.670300	0.239057	0.009386	0.133416	0.533413	0.756504	0.967244	0.644020	0.564801	0.722397	0.882354	0.076110	0.435878	0.831597	0.592099	0.335864	0.814653	0.370801	0.085657	0.806113	0.352666	0.567696	0.103741	0.664531	0.811882	0.039108	0.831506	0.861162	0.456178
376	0.340126	0.576298	0.720885	0.873816	0.094744	0.506932	0.235591	0.349943	0.419936	0.980770	0.937176	0.856071	0.282412	0.973588	0.306820	0.339212	0.727919	0.926102	0.220854	0.757168	0.906941	0.510787	0.259386	0.219575	0.110734	0.994252	0.304076	0.490539	0.748355	0.783217	0.893362	0.249419	0.846923	0.151865	0.748808	0.414810	0.110103	0.892944	0.009725	0.691148	0.121238	0.571672	0.123096	0.412082	0.282687	0.028874	0.980155	0.941905	0.163269	0.333488	0.240847	0.710893	0.465902	0.968285	0.160884	0.656988	0.299357	0.289597	0.336082	0.040130	0.466945	0.063927	0.826791	0.534797	0.823769	0.615180	0.448236	0.605117	0.169651	0.382606	0.584880	0.458733	0.495501	0.890006	0.233519	0.605520	0.670937	0.423738	0.272866	0.581843	0.926961	0.798062	0.103120	0.786877	0.615274	0.559399	0.966333	0.531766	0.273560	0.470624	0.132570	0.687988	0.380066	0.136739	0.709843	0.396009	0.889259	0.921961	0.597249	0.364972	0.859029	0.657393	0.385748	0.311949	0.101387	0.640516	0.275622	0.246631	0.494460	0.665774	0.420295	0.664641	0.364407	0.747231	0.179400	0.977755	0.865494	0.621545	0.965995	0.726078	0.560287	0.531539	0.405614	0.044267	0.316794	0.609220	0.871393	0.996669	0.903470	0.663638	0.573312	0.558820	0.879314	0.207921	0.708085	0.957144	0.812667	0.053034
377	0.102153	0.465468	0.461040	0.849777	0.372951	0.313252	0.605288	0.121718	0.550570	0.752256	0.124500	0.811779	0.922520	0.518244	0.408162	0.339235	0.229849	0.910055	0.522671	0.109818	0.686683	0.219150	0.122396	0.477690	0.628416	0.109945	0.988361	0.551985	0.163190	0.362894	0.749651	0.704321	0.836972	0.386407	0.605750	0.649566	0.288266	0.635277	0.605932	0.304425	0.827913	0.998180	0.789438	0.852817	0.080057	0.003054	0.517161	0.547681	0.584808	0.935310	0.732654	0.668198	0.605017	0.983181	0.819036	0.743507	0.620726	0.324712	0.225775	0.783299	0.143975	0.638166	0.203500	0.497010	0.872816	0.217680	0.463020	0.871219	0.843004	0.993230	0.630838	0.996755	0.939066	0.189154	0.904836	0.928422	0.322398	0.096284	0.831496	0.642647	0.512700	0.035290	0.138232	0.812430	0.325131	0.420688	0.484686	0.528111	0.810981	0.220813	0.558980	0.523131	0.900723	0.948820	0.224317	0.189188	0.976396	0.328232	0.367094	0.160974	0.069987	0.156400	0.021215	0.531137	0.892081	0.334473	0.971651	0.672194	0.507277	0.914977	0.603751	0.490652	0.543491	0.706389	0.016892	0.437065	0.808586	0.472166	0.333746	0.491587	0.529606	0.343265	0.409627	0.734754	0.732185	0.072092	0.218506	0.457631	0.409900	0.004405	0.361876	0.427227	0.676863	0.135757	0.680539	0.699942	0.433545	0.790475
378	0.774673	0.368081	0.742845	0.018780	0.715772	0.420093	0.996985	0.637672	0.655305	0.033449	0.763074	0.262595	0.305474	0.034260	0.194632	0.477341	0.731320	0.969377	0.927440	0.905898	0.156513	0.629608	0.776561	0.555126	0.306528	0.538856	0.946099	0.042654	0.929308	0.146933	0.297680	0.841723	0.521041	0.330058	0.885506	0.933999	0.894847	0.679943	0.510465	0.768310	0.368593	0.111474	0.898700	0.336470	0.154728	0.771630	0.129991	0.854086	0.469864	0.425382	0.977776	0.251393	0.329156	0.655809	0.116499	0.943468	0.649888	0.691296	0.513544	0.652759	0.232375	0.648320	0.270052	0.268847	0.819775	0.188696	0.911748	0.146915	0.041156	0.310917	0.923240	0.907402	0.321076	0.756248	0.058592	0.431495	0.785328	0.382662	0.156138	0.386593	0.134985	0.890746	0.799251	0.289873	0.703151	0.064157	0.343018	0.487452	0.169409	0.337619	0.711724	0.887893	0.591510	0.932756	0.084932	0.313732	0.259937	0.992954	0.358513	0.815293	0.169408	0.451206	0.875857	0.882267	0.064500	0.376095	0.444973	0.298436	0.982996	0.683846	0.338354	0.288013	0.537009	0.979480	0.243037	0.069703	0.288271	0.076993	0.613121	0.201755	0.950091	0.855844	0.908525	0.544421	0.377540	0.650752	0.796592	0.514819	0.370362	0.291826	0.215546	0.204198	0.769430	0.452685	0.662402	0.523051	0.060273	0.845261
379	0.711736	0.025723	0.237991	0.462883	0.065252	0.102755	0.992206	0.902714	0.386089	0.682929	0.386058	0.729891	0.879848	0.171955	0.218318	0.367252	0.765805	0.248815	0.732657	0.519953	0.922122	0.781345	0.480138	0.187459	0.928213	0.940707	0.951135	0.632271	0.970146	0.773256	0.202919	0.161161	0.464166	0.207177	0.020404	0.076189	0.408141	0.495261	0.911651	0.746259	0.144302	0.134767	0.427166	0.241641	0.389738	0.111550	0.446780	0.467041	0.230821	0.829725	0.339994	0.775171	0.059347	0.548945	0.764374	0.246767	0.495423	0.159613	0.208713	0.397156	0.844929	0.757008	0.564836	0.794841	0.426554	0.971541	0.754446	0.760038	0.902191	0.753615	0.986827	0.630020	0.148495	0.303921	0.289492	0.644562	0.768471	0.552426	0.724848	0.986128	0.732853	0.721480	0.285702	0.391102	0.623673	0.548316	0.428442	0.775762	0.389966	0.404890	0.637015	0.070739	0.617634	0.430393	0.064767	0.577228	0.377782	0.049048	0.926576	0.312933	0.360613	0.996948	0.637079	0.564306	0.200227	0.200386	0.257414	0.874553	0.243567	0.160098	0.193891	0.642479	0.222246	0.838084	0.276259	0.148916	0.942496	0.317458	0.746051	0.166500	0.723950	0.895119	0.402694	0.505346	0.277219	0.520827	0.813376	0.435123	0.233031	0.977093	0.205082	0.612498	0.055941	0.879434	0.792823	0.822892	0.133650	0.853983
380	0.362637	0.604269	0.249604	0.540577	0.089578	0.807482	0.019761	0.772936	0.667294	0.105153	0.882607	0.019927	0.200573	0.687307	0.284213	0.685246	0.980715	0.038055	0.341937	0.210517	0.416110	0.152953	0.894245	0.055608	0.590131	0.186882	0.289456	0.674668	0.357938	0.741755	0.395412	0.244176	0.276770	0.629499	0.824877	0.226906	0.894702	0.380147	0.984498	0.972261	0.800646	0.160907	0.732446	0.666020	0.734045	0.711668	0.543061	0.629140	0.070257	0.308918	0.305794	0.086737	0.214127	0.762955	0.359791	0.788998	0.709066	0.503595	0.401802	0.378728	0.823348	0.618830	0.610661	0.597986	0.761373	0.505641	0.791176	0.505322	0.739415	0.381502	0.434599	0.627913	0.505555	0.177369	0.587969	0.446975	0.003804	0.127193	0.001655	0.262171	0.681648	0.830022	0.147660	0.336709	0.426948	0.989629	0.908672	0.302231	0.147521	0.458033	0.150660	0.565603	0.406148	0.686683	0.104477	0.038758	0.037374	0.275705	0.482609	0.259432	0.361182	0.491509	0.838569	0.056912	0.550055	0.025148	0.553914	0.129721	0.080629	0.477837	0.126690	0.940421	0.624373	0.146991	0.020730	0.866793	0.702128	0.509650	0.578616	0.589453	0.941387	0.162853	0.391031	0.213554	0.399350	0.766013	0.473501	0.916505	0.626928	0.487485	0.551626	0.402637	0.326901	0.603461	0.396436	0.104441	0.659162	0.734026
381	0.926068	0.241926	0.791814	0.238539	0.968388	0.862492	0.290480	0.137084	0.798098	0.235475	0.648271	0.404140	0.003445	0.809549	0.406497	0.508957	0.159988	0.459539	0.128847	0.732396	0.058933	0.971855	0.271736	0.093571	0.019264	0.705859	0.978055	0.678708	0.374397	0.443909	0.728164	0.339935	0.362151	0.757117	0.579638	0.255434	0.793892	0.333789	0.515240	0.003743	0.694638	0.963593	0.576779	0.044178	0.459580	0.170096	0.564453	0.623931	0.058451	0.744557	0.179261	0.109031	0.667997	0.420495	0.524187	0.569190	0.100403	0.047641	0.052333	0.337534	0.649176	0.423861	0.278907	0.440254	0.603814	0.046341	0.999385	0.412659	0.284823	0.312613	0.620512	0.986209	0.207978	0.323888	0.750972	0.635113	0.938259	0.959723	0.000310	0.531301	0.350786	0.006872	0.751409	0.686639	0.769092	0.371148	0.837914	0.036971	0.954088	0.185501	0.724369	0.951248	0.343450	0.277887	0.258787	0.165157	0.840814	0.960251	0.041076	0.726481	0.256638	0.036534	0.779549	0.348695	0.459611	0.874272	0.622206	0.493954	0.744835	0.662797	0.242104	0.479873	0.054813	0.362985	0.985603	0.699728	0.690652	0.987927	0.167579	0.692377	0.550136	0.945336	0.286166	0.787062	0.639501	0.651054	0.727844	0.692832	0.986940	0.543096	0.809900	0.240128	0.457620	0.839877	0.090747	0.437032	0.233952	0.140163
382	0.303190	0.014477	0.358257	0.796631	0.180125	0.378839	0.494750	0.264442	0.204074	0.559266	0.077470	0.225981	0.606869	0.890335	0.350565	0.678925	0.796889	0.546985	0.643124	0.288352	0.843358	0.530595	0.396658	0.342837	0.416076	0.060141	0.312803	0.994001	0.693633	0.591131	0.976219	0.079454	0.417730	0.270548	0.532194	0.940247	0.914813	0.799970	0.376994	0.899785	0.833277	0.945248	0.654559	0.701439	0.430497	0.367106	0.622544	0.162529	0.296682	0.073216	0.266026	0.370078	0.552339	0.934501	0.039388	0.102053	0.774045	0.166884	0.183781	0.360043	0.218649	0.137669	0.619343	0.334125	0.413320	0.435249	0.620859	0.267257	0.980948	0.947701	0.514671	0.461250	0.525468	0.409432	0.792907	0.172230	0.786983	0.335426	0.926115	0.109259	0.401630	0.745071	0.859384	0.988137	0.167307	0.233213	0.198643	0.839195	0.931440	0.132787	0.748967	0.494178	0.300350	0.324289	0.192379	0.005483	0.211201	0.609392	0.864772	0.987287	0.485178	0.621987	0.415519	0.525055	0.008938	0.513952	0.805226	0.849397	0.156465	0.361718	0.977689	0.998730	0.772920	0.895280	0.479137	0.211004	0.812396	0.961379	0.352483	0.389775	0.788138	0.681236	0.817805	0.036902	0.680310	0.314583	0.712621	0.579890	0.595075	0.493303	0.844354	0.198647	0.423119	0.923239	0.559107	0.950066	0.278131	0.452941
383	0.789628	0.968971	0.182334	0.225511	0.773120	0.765919	0.260068	0.214857	0.068835	0.587788	0.119237	0.044750	0.287393	0.328907	0.694937	0.697811	0.523615	0.986386	0.893530	0.373755	0.732052	0.540565	0.272981	0.865174	0.934579	0.108510	0.716920	0.264409	0.267413	0.252809	0.121872	0.657798	0.646626	0.007076	0.635960	0.673911	0.916774	0.518159	0.723674	0.248937	0.325767	0.658261	0.084940	0.422676	0.045309	0.122265	0.757543	0.196041	0.997265	0.717648	0.529900	0.808258	0.037614	0.076763	0.595273	0.468156	0.535977	0.220109	0.872259	0.867311	0.104507	0.042790	0.983671	0.140155	0.039894	0.969700	0.619669	0.089828	0.900822	0.338817	0.718634	0.510088	0.814981	0.098008	0.612903	0.090194	0.802714	0.477543	0.111267	0.341363	0.402881	0.235543	0.190832	0.906476	0.748057	0.321996	0.802329	0.741845	0.641395	0.580022	0.211302	0.853636	0.790418	0.309180	0.517776	0.000212	0.229368	0.153874	0.523077	0.378441	0.672762	0.043644	0.555399	0.716676	0.035634	0.622604	0.703582	0.103550	0.424365	0.445157	0.586563	0.928819	0.534680	0.530924	0.858308	0.217498	0.243485	0.897075	0.242437	0.463473	0.281489	0.530333	0.391247	0.370857	0.260090	0.582603	0.508497	0.216216	0.914364	0.327358	0.773626	0.106087	0.483632	0.297181	0.562392	0.942753	0.684315	0.511767
384	0.298034	0.533520	0.699343	0.724375	0.987862	0.644353	0.200606	0.834974	0.176796	0.814218	0.668004	0.535558	0.155974	0.915818	0.489484	0.939904	0.470172	0.061356	0.231879	0.225709	0.704470	0.045115	0.979861	0.118804	0.972077	0.167310	0.253760	0.207652	0.549409	0.828461	0.850851	0.565954	0.259937	0.645849	0.213842	0.256755	0.578852	0.486085	0.744995	0.013307	0.300499	0.215304	0.846020	0.033081	0.654061	0.258839	0.570802	0.913237	0.009456	0.127996	0.901908	0.719956	0.853218	0.408272	0.405161	0.175948	0.160367	0.194112	0.705610	0.636713	0.994845	0.927235	0.990534	0.829330	0.503786	0.922444	0.897898	0.078325	0.658302	0.682831	0.168376	0.781187	0.066247	0.866123	0.728394	0.210701	0.855255	0.860707	0.296422	0.828387	0.747145	0.674189	0.950166	0.005371	0.734077	0.863428	0.652367	0.441445	0.673370	0.147823	0.889873	0.034064	0.156474	0.224663	0.062751	0.755182	0.054321	0.685289	0.042776	0.293491	0.429432	0.924882	0.761723	0.782525	0.994283	0.077679	0.216862	0.844007	0.778345	0.230381	0.153004	0.105793	0.728154	0.993151	0.408097	0.878862	0.293448	0.356055	0.776916	0.582555	0.136583	0.153001	0.211971	0.033245	0.185707	0.126705	0.665812	0.033552	0.338522	0.981642	0.164931	0.779776	0.401432	0.888346	0.505308	0.643110	0.469027	0.896732
385	0.115450	0.904692	0.705595	0.761399	0.932300	0.260714	0.666304	0.743061	0.738431	0.511102	0.741158	0.470385	0.433079	0.213833	0.134287	0.752913	0.022666	0.686287	0.234137	0.152362	0.197728	0.339847	0.022643	0.122612	0.031983	0.881483	0.409573	0.914910	0.151346	0.512926	0.491469	0.514900	0.429425	0.653140	0.295407	0.008725	0.191974	0.760593	0.637639	0.789625	0.860181	0.597410	0.286937	0.413747	0.745084	0.348075	0.344879	0.202248	0.678699	0.775866	0.886364	0.572504	0.583329	0.131453	0.395711	0.884275	0.336624	0.641256	0.494149	0.901941	0.280984	0.847187	0.448827	0.544644	0.549854	0.399919	0.819547	0.889565	0.645094	0.135638	0.781747	0.167879	0.804923	0.739146	0.557719	0.716392	0.358383	0.142625	0.645541	0.929025	0.605215	0.024761	0.060473	0.206417	0.012213	0.410276	0.080945	0.706103	0.307351	0.971047	0.098856	0.790393	0.186609	0.577428	0.810643	0.834959	0.554429	0.965499	0.590876	0.763629	0.810685	0.837684	0.238550	0.056820	0.562772	0.060946	0.731865	0.614206	0.650314	0.489347	0.427975	0.175876	0.761376	0.069440	0.884460	0.889868	0.536729	0.569163	0.484967	0.905392	0.826617	0.981640	0.657857	0.107852	0.407655	0.717962	0.647136	0.538999	0.670360	0.468972	0.529216	0.582887	0.473824	0.702142	0.056644	0.074326	0.144844	0.669486
386	0.886668	0.500132	0.862401	0.974737	0.350876	0.759450	0.806645	0.280226	0.910931	0.220813	0.747013	0.310601	0.338464	0.415384	0.782152	0.646327	0.579635	0.689407	0.551225	0.206527	0.537306	0.263610	0.987671	0.995451	0.737855	0.642712	0.954976	0.631505	0.951011	0.262023	0.150902	0.281012	0.092192	0.206992	0.467766	0.588724	0.771894	0.997632	0.489217	0.127876	0.186459	0.499177	0.359530	0.357289	0.805481	0.207930	0.097367	0.254082	0.837504	0.326519	0.476845	0.896594	0.506889	0.344125	0.474149	0.500420	0.383917	0.178293	0.113876	0.921920	0.995120	0.536758	0.285130	0.698527	0.633158	0.000949	0.031085	0.594084	0.070319	0.841211	0.359567	0.157799	0.208057	0.269760	0.330462	0.838418	0.211357	0.611833	0.050096	0.722859	0.747741	0.257335	0.654946	0.851320	0.625842	0.756270	0.514932	0.529986	0.537121	0.258913	0.976105	0.790425	0.065025	0.471181	0.729135	0.817346	0.925222	0.577082	0.344495	0.491353	0.960374	0.871322	0.541065	0.254252	0.611969	0.309868	0.951615	0.161727	0.206677	0.232299	0.858055	0.280976	0.535544	0.323011	0.807770	0.122169	0.319936	0.891387	0.942628	0.238167	0.525177	0.308240	0.659351	0.856243	0.865040	0.753458	0.637207	0.674545	0.319579	0.001793	0.757663	0.720860	0.051064	0.908516	0.538007	0.684381	0.572205	0.742136
387	0.857988	0.423910	0.354611	0.916589	0.201961	0.548159	0.849399	0.191466	0.476222	0.542553	0.989117	0.414759	0.728138	0.498600	0.349431	0.065235	0.343876	0.076444	0.044808	0.423922	0.746667	0.074403	0.957984	0.795836	0.509544	0.075961	0.476492	0.910836	0.939032	0.206979	0.829332	0.514945	0.865489	0.909682	0.269410	0.758180	0.951939	0.926945	0.229902	0.433164	0.409632	0.557404	0.302637	0.569032	0.089071	0.314308	0.769575	0.545317	0.755824	0.196369	0.372813	0.335284	0.130929	0.141740	0.049682	0.604236	0.080600	0.399325	0.725583	0.227499	0.037608	0.998553	0.681119	0.050732	0.797086	0.751226	0.155586	0.797935	0.207686	0.412338	0.814287	0.089284	0.454766	0.896714	0.928346	0.872913	0.582625	0.410617	0.801372	0.466509	0.238347	0.142884	0.381178	0.563864	0.156825	0.008376	0.291523	0.554829	0.461929	0.702689	0.088029	0.551177	0.758580	0.866485	0.933022	0.836520	0.840802	0.019470	0.080481	0.749855	0.328026	0.250712	0.550384	0.128699	0.439257	0.410206	0.746356	0.495331	0.144980	0.615072	0.286986	0.039445	0.639051	0.418462	0.052773	0.186619	0.193513	0.447061	0.114513	0.605554	0.613235	0.479038	0.949978	0.956335	0.445253	0.284207	0.271200	0.543854	0.308384	0.158514	0.710253	0.263546	0.749363	0.003687	0.142707	0.240416	0.953929	0.044837
388	0.139979	0.335374	0.257560	0.623172	0.874805	0.281303	0.755670	0.019542	0.158718	0.749549	0.252186	0.087255	0.269290	0.345441	0.309047	0.264211	0.493558	0.853015	0.986223	0.588091	0.054508	0.622382	0.457029	0.520916	0.186286	0.960749	0.961648	0.785868	0.943233	0.031275	0.573481	0.175350	0.593143	0.208827	0.624904	0.690229	0.621032	0.302742	0.337523	0.497913	0.119479	0.057539	0.502399	0.891825	0.609896	0.066335	0.784239	0.175658	0.232235	0.568766	0.177500	0.685493	0.835966	0.285389	0.857482	0.354291	0.551604	0.505837	0.361072	0.547811	0.104160	0.453709	0.118636	0.774908	0.604649	0.023668	0.093559	0.482726	0.943012	0.133384	0.465902	0.316770	0.164188	0.633975	0.215778	0.903692	0.575509	0.064158	0.376830	0.994322	0.291239	0.007966	0.500822	0.426817	0.373130	0.031168	0.767433	0.280312	0.319015	0.693573	0.362154	0.413358	0.040635	0.584173	0.062716	0.131223	0.089135	0.889039	0.693362	0.918908	0.995264	0.059808	0.325185	0.681484	0.081706	0.742081	0.029059	0.757391	0.235186	0.384841	0.151056	0.606460	0.923896	0.441837	0.383250	0.263588	0.136043	0.271997	0.776586	0.981899	0.374970	0.473741	0.079667	0.311212	0.549155	0.555518	0.416967	0.714306	0.988116	0.776740	0.269498	0.198082	0.279190	0.373145	0.637624	0.543313	0.621757	0.132412
389	0.922291	0.177740	0.012325	0.345396	0.900543	0.630973	0.164238	0.829538	0.864257	0.989596	0.148153	0.837715	0.226128	0.575031	0.602182	0.367129	0.142548	0.664865	0.369650	0.298383	0.100950	0.834708	0.151537	0.919140	0.476988	0.190496	0.669577	0.465825	0.910617	0.503379	0.842768	0.767829	0.405579	0.228947	0.670281	0.645871	0.167390	0.489730	0.766918	0.758599	0.055065	0.088011	0.107545	0.133036	0.573883	0.029718	0.246679	0.645703	0.881086	0.060706	0.049718	0.181315	0.726987	0.434560	0.255031	0.301679	0.061594	0.241306	0.213390	0.740587	0.294247	0.230818	0.101722	0.471440	0.541633	0.646231	0.684527	0.282663	0.389193	0.541534	0.657514	0.814024	0.285598	0.690532	0.618313	0.136803	0.777278	0.734034	0.004349	0.079903	0.468303	0.804589	0.439096	0.534892	0.943013	0.724708	0.914729	0.936125	0.211762	0.355365	0.001107	0.942327	0.832861	0.542748	0.432174	0.855000	0.035173	0.186478	0.379461	0.931374	0.299977	0.723056	0.031912	0.234455	0.020772	0.228865	0.037455	0.976295	0.386790	0.894940	0.629407	0.717707	0.391535	0.234807	0.645552	0.226713	0.577022	0.498767	0.368081	0.983933	0.541629	0.579723	0.174889	0.469064	0.747898	0.167577	0.829165	0.031524	0.990372	0.971724	0.204461	0.234583	0.389675	0.385762	0.001319	0.208345	0.467620	0.385804
390	0.686857	0.378877	0.657728	0.233715	0.158081	0.516051	0.750923	0.198478	0.044722	0.628277	0.677873	0.010971	0.871190	0.805661	0.770246	0.776682	0.536629	0.106132	0.338647	0.816441	0.115400	0.654899	0.865158	0.632265	0.835673	0.976339	0.755227	0.982977	0.244054	0.227126	0.891142	0.781197	0.196923	0.573140	0.622170	0.438714	0.800366	0.513616	0.778506	0.892495	0.755591	0.472400	0.986955	0.295225	0.350151	0.879047	0.304854	0.101889	0.861199	0.558554	0.642687	0.144251	0.626188	0.672053	0.581453	0.134120	0.134468	0.852940	0.886491	0.367726	0.936980	0.155716	0.223578	0.346350	0.647764	0.639884	0.200819	0.747208	0.127534	0.803444	0.681659	0.875879	0.931734	0.195536	0.382962	0.663852	0.297254	0.545817	0.698233	0.929314	0.639826	0.511378	0.927451	0.162320	0.050751	0.189215	0.430818	0.518819	0.035336	0.179493	0.598896	0.899509	0.204568	0.503227	0.456828	0.462895	0.735610	0.241346	0.632704	0.749262	0.550933	0.536572	0.813786	0.038720	0.470813	0.939540	0.799667	0.143941	0.807538	0.530097	0.628864	0.540739	0.112678	0.615491	0.661970	0.112926	0.818169	0.041921	0.792592	0.839798	0.299384	0.902581	0.895975	0.822755	0.499101	0.469364	0.747390	0.244007	0.651995	0.502109	0.826923	0.040955	0.786002	0.881530	0.424677	0.059539	0.991486	0.580789
391	0.952002	0.440019	0.739280	0.040967	0.715159	0.820604	0.185804	0.194292	0.431707	0.601304	0.568106	0.490517	0.995123	0.290825	0.774529	0.026430	0.045786	0.375474	0.956707	0.934992	0.626711	0.332108	0.678489	0.085285	0.889712	0.913167	0.252706	0.213588	0.788667	0.831758	0.567139	0.151925	0.651161	0.903629	0.999207	0.970517	0.510185	0.809627	0.762150	0.733268	0.647823	0.421435	0.879889	0.879319	0.909954	0.343581	0.521879	0.629327	0.308843	0.161917	0.577643	0.030969	0.070748	0.387182	0.748673	0.548338	0.434025	0.977997	0.652812	0.320188	0.749362	0.982906	0.350632	0.560582	0.566337	0.310470	0.287544	0.452465	0.183094	0.812283	0.711493	0.248139	0.508595	0.389011	0.981949	0.267039	0.724314	0.032633	0.707466	0.017747	0.466216	0.986252	0.558062	0.402181	0.992797	0.641083	0.500434	0.965806	0.069033	0.073823	0.097165	0.314050	0.057479	0.406471	0.871792	0.578447	0.141779	0.936135	0.768600	0.275951	0.402820	0.863991	0.702794	0.085493	0.608783	0.665204	0.048973	0.877504	0.870137	0.185006	0.742775	0.977549	0.979613	0.259891	0.040377	0.557320	0.115790	0.501961	0.669550	0.569463	0.127070	0.177058	0.101309	0.685896	0.770296	0.733016	0.670491	0.746348	0.364119	0.439796	0.547712	0.561760	0.195156	0.614546	0.490188	0.671993	0.844697	0.157404
392	0.942419	0.403124	0.019499	0.969186	0.581935	0.119477	0.935338	0.826988	0.498313	0.984416	0.315621	0.131500	0.827181	0.660877	0.776914	0.449914	0.663978	0.025380	0.205889	0.051144	0.516585	0.688996	0.435000	0.428748	0.654866	0.183571	0.229800	0.036273	0.248803	0.199215	0.687773	0.738531	0.661667	0.881340	0.703881	0.255415	0.749975	0.804506	0.973004	0.345072	0.014985	0.357575	0.259331	0.033812	0.458405	0.395546	0.217636	0.326843	0.763323	0.102978	0.973008	0.090240	0.321431	0.071715	0.498337	0.769671	0.227545	0.981638	0.336899	0.655511	0.937111	0.160775	0.561374	0.308596	0.649562	0.813364	0.541247	0.978783	0.167007	0.908476	0.232023	0.556048	0.673611	0.845729	0.846127	0.975153	0.186718	0.585496	0.206167	0.379210	0.891501	0.082303	0.479942	0.847114	0.657018	0.710199	0.952375	0.296030	0.699299	0.449863	0.638323	0.927802	0.776507	0.661897	0.160749	0.274762	0.364213	0.177054	0.332391	0.177974	0.927072	0.826599	0.164135	0.372421	0.348238	0.467319	0.407130	0.201843	0.858267	0.515954	0.333864	0.933550	0.165127	0.005887	0.706255	0.607918	0.716394	0.530688	0.319657	0.544708	0.380455	0.365209	0.566014	0.967158	0.245913	0.568717	0.508717	0.058244	0.765362	0.892847	0.902238	0.172135	0.188189	0.361771	0.781155	0.040604	0.300807	0.167428
393	0.656817	0.266923	0.685782	0.038361	0.830038	0.679013	0.463223	0.860924	0.329028	0.931726	0.502324	0.513516	0.503328	0.772309	0.408798	0.494262	0.109460	0.749302	0.140390	0.493104	0.554637	0.131553	0.932388	0.038700	0.428060	0.380850	0.243739	0.209340	0.670576	0.216623	0.183678	0.331783	0.458906	0.265090	0.981526	0.836315	0.639654	0.893053	0.410922	0.644173	0.852379	0.097254	0.155257	0.559245	0.258572	0.381930	0.327289	0.730147	0.707435	0.423904	0.968460	0.143031	0.484132	0.933377	0.767855	0.035401	0.678852	0.065718	0.235170	0.053030	0.797506	0.884400	0.483552	0.876889	0.683621	0.011375	0.419085	0.750097	0.775634	0.027589	0.688883	0.832956	0.114757	0.449566	0.634427	0.887374	0.418233	0.231333	0.707574	0.919253	0.752621	0.438761	0.214263	0.409120	0.314035	0.154847	0.888084	0.252363	0.236138	0.749866	0.808699	0.066892	0.857690	0.982726	0.841103	0.032265	0.696027	0.899338	0.565054	0.289158	0.655839	0.593329	0.397430	0.402808	0.921467	0.078114	0.946367	0.205170	0.069267	0.951490	0.993056	0.627066	0.487382	0.400024	0.224184	0.004593	0.877867	0.534313	0.866576	0.461655	0.658126	0.546420	0.103890	0.194967	0.175838	0.020692	0.335948	0.538379	0.667014	0.354000	0.069501	0.672670	0.601364	0.188851	0.569309	0.819144	0.757771	0.630283
